x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,dx0,dy0,dz0,dx1,dy1,dz1,dx2,dy2,dz2,dx3,dy3,dz3,dx4,dy4,dz4,dx5,dy5,dz5,dx6,dy6,dz6,dx7,dy7,dz7,dx8,dy8,dz8,dx9,dy9,dz9,dx10,dy10,dz10,dx11,dy11,dz11,dx12,dy12,dz12,dx13,dy13,dz13,dx14,dy14,dz14,dx15,dy15,dz15,dx16,dy16,dz16,dx17,dy17,dz17,dx18,dy18,dz18,dx19,dy19,dz19,dx20,dy20,dz20,label
0.0,0.0,0.0,-0.3892633616924286,-0.03681457042694092,-0.14727143943309784,-0.706882894039154,-0.3926681578159332,-0.18615970015525818,-0.8209325671195984,-0.8296402096748352,-0.2191862314939499,-0.8145423531532288,-1.1408532857894897,-0.2094179093837738,-0.5842767953872681,-0.8993474245071411,0.010620234534144402,-0.5371750593185425,-1.2054474353790283,-0.155756413936615,-0.463660329580307,-0.8411969542503357,-0.21051792800426483,-0.48998311161994934,-0.7380650043487549,-0.22306683659553528,-0.3385767638683319,-0.9408683776855469,0.011508975178003311,-0.2784949243068695,-1.199920654296875,-0.17271970212459564,-0.23849906027317047,-0.7415245771408081,-0.1908455789089203,-0.31625741720199585,-0.7114161849021912,-0.1558627039194107,-0.11642718315124512,-0.9466870427131653,-0.028972696512937546,-0.04833405092358589,-1.169988989830017,-0.23034889996051788,-0.03388090431690216,-0.7474808692932129,-0.17086076736450195,-0.11513959616422653,-0.6989855766296387,-0.07918061316013336,0.10335014760494232,-0.9239680171012878,-0.08188126981258392,0.15416252613067627,-1.147239089012146,-0.1896185576915741,0.15586644411087036,-0.8454952836036682,-0.1293855756521225,0.1006198301911354,-0.7469291090965271,-0.0537177138030529,0.0,0.0,0.0,0.004114359617233276,0.013065490871667862,0.007027581334114075,0.0016481876373291016,0.006184995174407959,0.01017005741596222,0.007509827613830566,0.009168863296508789,0.011322781443595886,0.021223604679107666,0.010032057762145996,0.011155828833580017,0.0028582215309143066,-0.0020661354064941406,0.005791817791759968,-0.0008620023727416992,0.005247831344604492,0.006584525108337402,-0.0020793676376342773,0.012735307216644287,0.005962952971458435,0.004334509372711182,0.0013089179992675781,0.004135385155677795,-0.0017974674701690674,0.0006528496742248535,0.0006682220846414566,-0.0004000365734100342,0.004918217658996582,0.0014765113592147827,-0.005881413817405701,0.008611977100372314,0.003815293312072754,-0.0002022385597229004,-0.0009616613388061523,0.005656763911247253,-0.00536288321018219,0.0027449727058410645,-0.004529105499386787,-0.0012618452310562134,0.008505940437316895,-0.003880828619003296,-0.0069141630083322525,0.011248290538787842,-0.0037724673748016357,-0.004212528467178345,-0.001717686653137207,-0.004167348146438599,-0.003374941647052765,0.0005052685737609863,-0.009438134729862213,-0.003349676728248596,0.005020260810852051,-0.010657265782356262,-0.0054491013288497925,0.011768519878387451,-0.011248812079429626,-0.0039077624678611755,0.009900569915771484,-0.011743664741516113,a
0.0,0.0,0.0,-0.3911372423171997,-0.002743511227890849,-0.1492786407470703,-0.7164493799209595,-0.3472241759300232,-0.18332865834236145,-0.8214093446731567,-0.8258260488510132,-0.2120426595211029,-0.7730051279067993,-1.1578153371810913,-0.1963363140821457,-0.5998782515525818,-0.8807775378227234,0.03543972969055176,-0.5750058889389038,-1.1946784257888794,-0.13778041303157806,-0.4989721477031708,-0.823743462562561,-0.20049232244491577,-0.5162839889526367,-0.7350022196769714,-0.21919448673725128,-0.36010512709617615,-0.9322182536125183,0.035962387919425964,-0.32430118322372437,-1.2038429975509644,-0.1546715497970581,-0.2781197428703308,-0.7308839559555054,-0.17753267288208008,-0.346386194229126,-0.7124767303466797,-0.14315176010131836,-0.14042842388153076,-0.9503862857818604,-0.008148483000695705,-0.09029259532690048,-1.1844720840454102,-0.21744218468666077,-0.0688132494688034,-0.7396421432495117,-0.15666987001895905,-0.13781453669071198,-0.7034575343132019,-0.06164240464568138,0.08687633275985718,-0.9450891613960266,-0.06585574150085449,0.11845021694898605,-1.161485195159912,-0.17749537527561188,0.12599019706249237,-0.8383409380912781,-0.11611803621053696,0.0822683647274971,-0.7522647380828857,-0.03859630599617958,0.0,0.0,0.0,0.0014577209949493408,-0.0023031509190332144,-4.976987838745117e-06,0.0014906525611877441,0.0019801855087280273,2.3886561393737793e-05,0.002919435501098633,0.0058939456939697266,8.384883403778076e-05,0.002816617488861084,0.009199380874633789,-0.0003701448440551758,-0.0006657838821411133,0.0006003975868225098,0.0017826706171035767,0.0005909204483032227,0.009232044219970703,0.0053779929876327515,0.001972109079360962,0.006564140319824219,0.007578223943710327,0.00025725364685058594,-0.0005431771278381348,0.008198723196983337,-0.0024128258228302,0.0009951591491699219,0.0017722919583320618,-0.0010138750076293945,0.002696514129638672,0.0021672844886779785,-0.0008065104484558105,0.003141164779663086,0.0019147545099258423,-0.0015024244785308838,0.002028048038482666,0.0024371743202209473,-0.003550216555595398,0.0015149116516113281,0.0021132510155439377,-0.0012265145778656006,0.0030344724655151367,0.0024008899927139282,-0.0017371997237205505,0.0034158825874328613,0.0007882863283157349,-0.0024918168783187866,0.0032358765602111816,0.0004033297300338745,-0.004253022372722626,0.0021414756774902344,0.002567388117313385,-0.0028493255376815796,0.0029599666595458984,0.0021758824586868286,-0.0026262104511260986,0.0010880827903747559,0.0007769912481307983,-0.002505578100681305,-0.0005779266357421875,0.00021877139806747437,a
0.0,0.0,0.0,-0.3977262079715729,0.006771245505660772,-0.14457844197750092,-0.7223649024963379,-0.3461342453956604,-0.17554669082164764,-0.8256521224975586,-0.8260327577590942,-0.20205087959766388,-0.7882124185562134,-1.1558997631072998,-0.1855463981628418,-0.6034581065177917,-0.87453293800354,0.031965482980012894,-0.5838404297828674,-1.1961321830749512,-0.13871093094348907,-0.5003132224082947,-0.820689857006073,-0.20004254579544067,-0.5107253789901733,-0.7211192846298218,-0.21711485087871552,-0.3609214425086975,-0.9320692420005798,0.031346503645181656,-0.32997700572013855,-1.2041963338851929,-0.15457555651664734,-0.27774229645729065,-0.731879472732544,-0.17561492323875427,-0.3384750485420227,-0.6986444592475891,-0.14061015844345093,-0.1378752887248993,-0.9507626891136169,-0.012721736915409565,-0.09467439353466034,-1.1899398565292358,-0.21635305881500244,-0.06725148856639862,-0.7475982308387756,-0.15383143723011017,-0.1279636025428772,-0.6964741349220276,-0.05821782350540161,0.09119969606399536,-0.944659948348999,-0.06989815086126328,0.11642153561115265,-1.1678351163864136,-0.1758359968662262,0.12715506553649902,-0.8514198660850525,-0.11186421662569046,0.08970615267753601,-0.7606430053710938,-0.03307178616523743,0.0,0.0,0.0,0.0011616349220275879,0.010522410739213228,0.006023913621902466,-0.0002256631851196289,-0.001646578311920166,0.009146377444267273,0.0002499222755432129,-0.0017752647399902344,0.010624617338180542,0.002422809600830078,0.0001399517059326172,0.010322540998458862,0.0049094557762146,0.00529026985168457,0.0006956569850444794,-0.004726767539978027,-0.007153749465942383,0.005496785044670105,0.000667572021484375,-0.004492223262786865,0.00754682719707489,0.010259926319122314,0.004966318607330322,0.008503884077072144,0.003602445125579834,-0.0014344453811645508,-0.0009230896830558777,-0.003936558961868286,-0.004693746566772461,0.005740046501159668,1.0192394256591797e-05,-0.004877686500549316,0.008120402693748474,0.008912801742553711,0.005253791809082031,0.009113818407058716,0.005471765995025635,-0.002275407314300537,-0.0013310518115758896,-0.0014201849699020386,-0.007132172584533691,0.005219504237174988,0.0016440227627754211,-0.007939934730529785,0.006689846515655518,0.00992707908153534,0.0020026564598083496,0.006823927164077759,0.007350042462348938,-0.0017273426055908203,-0.0011673346161842346,0.0009781420230865479,-0.0033196210861206055,0.0032342076301574707,0.0011989474296569824,-0.006379425525665283,0.00421702116727829,0.006746523082256317,-0.0046027302742004395,0.004301887005567551,a
0.0,0.0,0.0,-0.3957362174987793,0.013301643542945385,-0.14847655594348907,-0.7212919592857361,-0.3411235511302948,-0.1828189492225647,-0.8265527486801147,-0.8153307437896729,-0.21234774589538574,-0.7904535531997681,-1.1459920406341553,-0.19912981986999512,-0.6047779321670532,-0.8706064224243164,0.023991646245121956,-0.5879284143447876,-1.1933048963546753,-0.14720262587070465,-0.5056424736976624,-0.8216714859008789,-0.20553134381771088,-0.5139173865318298,-0.7196386456489563,-0.22002144157886505,-0.36238381266593933,-0.9317278265953064,0.023691285401582718,-0.3301248550415039,-1.2046005725860596,-0.16591860353946686,-0.280223548412323,-0.7297841906547546,-0.1865949183702469,-0.34264978766441345,-0.6945933699607849,-0.14947369694709778,-0.13873377442359924,-0.9540401101112366,-0.019921258091926575,-0.09327632933855057,-1.1886461973190308,-0.2283441722393036,-0.06817765533924103,-0.7426304817199707,-0.16709861159324646,-0.13371072709560394,-0.6927738785743713,-0.07088498771190643,0.09164787083864212,-0.9495469927787781,-0.0764855220913887,0.11775437742471695,-1.168709397315979,-0.18707990646362305,0.12842479348182678,-0.8483553528785706,-0.1243755891919136,0.08723854273557663,-0.7571361064910889,-0.0454474613070488,0.0,0.0,0.0,-0.0002783834934234619,0.004788652062416077,0.003178730607032776,0.0004890561103820801,0.0016637742519378662,0.005837634205818176,0.001352548599243164,0.002979099750518799,0.008150845766067505,0.0020241141319274902,0.0034824609756469727,0.010233640670776367,-0.0026555657386779785,0.006460130214691162,0.0005626492202281952,-0.0034757256507873535,0.001353144645690918,0.003728702664375305,-0.0021759867668151855,-0.001008450984954834,0.0068259090185165405,-0.00016641616821289062,0.007837891578674316,0.008973032236099243,-0.003890693187713623,0.0015037059783935547,-9.434297680854797e-06,-0.0036005377769470215,0.001420736312866211,0.0020030587911605835,-0.0010764896869659424,0.0023335814476013184,0.003104165196418762,-0.0006707608699798584,0.011116504669189453,0.003742128610610962,-0.0037818104028701782,0.0006570219993591309,0.00010993145406246185,-0.0026011765003204346,0.0016605854034423828,0.0017609894275665283,-0.0019164308905601501,0.0031131505966186523,0.001492232084274292,-0.0050438642501831055,0.01175457239151001,0.0007344409823417664,-0.0038668811321258545,0.0036098361015319824,0.0007023662328720093,-0.00289057195186615,0.002936244010925293,0.0005208849906921387,-0.003347158432006836,0.0048406124114990234,-0.00019580870866775513,-0.008639201521873474,0.010111510753631592,-0.0009268149733543396,a
0.0,0.0,0.0,-0.3969094455242157,0.001008570659905672,-0.1471717208623886,-0.7242454886436462,-0.34559449553489685,-0.179643452167511,-0.8324833512306213,-0.825982928276062,-0.2074240744113922,-0.7936169505119324,-1.1568948030471802,-0.19044366478919983,-0.6076942682266235,-0.8743634819984436,0.03465661406517029,-0.5895353555679321,-1.1986560821533203,-0.13944464921951294,-0.5082518458366394,-0.8241502046585083,-0.20113106071949005,-0.5223515629768372,-0.7301258444786072,-0.21788987517356873,-0.3642682433128357,-0.9306502938270569,0.03462190926074982,-0.3322935998439789,-1.2074803113937378,-0.15635228157043457,-0.28455936908721924,-0.732842743396759,-0.17839831113815308,-0.35356900095939636,-0.7108210325241089,-0.14322355389595032,-0.1425735354423523,-0.953290581703186,-0.009833627380430698,-0.09795719385147095,-1.1950668096542358,-0.21892742812633514,-0.0742645412683487,-0.7490909695625305,-0.15667042136192322,-0.14093990623950958,-0.708476185798645,-0.06026626005768776,0.08662644773721695,-0.9530674815177917,-0.06769481301307678,0.1145801693201065,-1.1758240461349487,-0.1771959662437439,0.12450776994228363,-0.8551111817359924,-0.11386385560035706,0.08458487689495087,-0.7686470150947571,-0.034935180097818375,0.0,0.0,0.0,-0.0016322731971740723,-0.001889093779027462,0.0002608001232147217,-0.001012563705444336,-0.000585019588470459,0.0023861676454544067,-0.0003191828727722168,-0.0011771917343139648,0.005628451704978943,0.002662837505340576,0.0001379251480102539,0.009811609983444214,-0.0052266716957092285,0.0011883974075317383,0.0014647096395492554,-0.00025534629821777344,0.005519747734069824,0.004885584115982056,-0.0014867782592773438,0.0021774768829345703,0.006789401173591614,-0.006954610347747803,-0.00273895263671875,0.007037892937660217,-0.004305839538574219,0.001771092414855957,0.002727016806602478,-0.0011440515518188477,0.0072972774505615234,0.005495309829711914,-0.001685410737991333,0.004492580890655518,0.005767986178398132,-0.005926072597503662,-0.0004915595054626465,0.004736721515655518,-0.004291728138923645,0.0027281641960144043,0.004367535002529621,-0.003024667501449585,0.006306886672973633,0.0068204402923583984,-0.00238654762506485,0.003404557704925537,0.006912991404533386,-0.004037991166114807,0.0005164146423339844,0.005796905606985092,-0.004559285938739777,0.003869295120239258,0.005955912172794342,-0.0033504217863082886,0.005530714988708496,0.0069733113050460815,-0.0026859045028686523,0.004584968090057373,0.006777569651603699,-0.00369301438331604,0.0023834705352783203,0.006154287606477737,a
0.0,0.0,0.0,-0.3961353898048401,0.007927872240543365,-0.14546813070774078,-0.72934490442276,-0.3472672998905182,-0.17492283880710602,-0.8384296894073486,-0.8277571201324463,-0.1997406929731369,-0.793701708316803,-1.1578689813613892,-0.17979927361011505,-0.6117913126945496,-0.8705645203590393,0.03458188846707344,-0.5947085022926331,-1.2001930475234985,-0.1379970759153366,-0.5099288821220398,-0.8180520534515381,-0.19791559875011444,-0.5245418548583984,-0.7283442616462708,-0.21452639997005463,-0.36837953329086304,-0.9290441274642944,0.0342579111456871,-0.33874961733818054,-1.2090001106262207,-0.1541118621826172,-0.2877280116081238,-0.730600118637085,-0.1739298701286316,-0.3568345010280609,-0.7149431109428406,-0.1378963440656662,-0.14543117582798004,-0.9555719494819641,-0.010323086753487587,-0.10530577600002289,-1.1988162994384766,-0.21725031733512878,-0.07775051891803741,-0.7497912645339966,-0.1530662178993225,-0.14261777698993683,-0.7154029011726379,-0.05627484247088432,0.08522509038448334,-0.9614851474761963,-0.06818783283233643,0.10584577172994614,-1.180238962173462,-0.17528465390205383,0.11930728703737259,-0.8552054166793823,-0.11003120988607407,0.08442409336566925,-0.7710307836532593,-0.030513375997543335,0.0,0.0,0.0,0.005986303091049194,0.01030893693678081,-0.006649866700172424,0.00025713443756103516,0.0025378763675689697,-0.008295133709907532,-0.004709124565124512,-4.690885543823242e-05,-0.007847964763641357,-0.0015320777893066406,-0.001767873764038086,-0.005953267216682434,-0.007466495037078857,0.0053678154945373535,-0.009768892079591751,-0.0057978034019470215,-0.0005627870559692383,-0.009151756763458252,0.0004144906997680664,0.0025574564933776855,-0.004343703389167786,-0.004036962985992432,-0.004323840141296387,-0.0018832087516784668,-0.007732212543487549,0.002762019634246826,-0.006617974489927292,-0.0031842291355133057,0.003207087516784668,-0.0063461363315582275,0.0009174942970275879,0.006043612957000732,-0.0024562478065490723,-0.009621739387512207,-0.0068402886390686035,-0.0004957616329193115,-0.007824093103408813,-0.0022203922271728516,-0.003880296368151903,-0.004392005503177643,0.001030564308166504,-0.004851087927818298,-0.0010280907154083252,0.0024327635765075684,-0.003751799464225769,-0.00965745747089386,-0.009877264499664307,-0.004265092313289642,-0.007210977375507355,-0.011247456073760986,-0.0016179010272026062,-0.005501307547092438,-0.002160310745239258,-0.0038935989141464233,-0.0010583028197288513,0.0007495284080505371,-0.0056103914976119995,-0.0045797377824783325,-0.004557311534881592,-0.007479749619960785,a
0.0,0.0,0.0,-0.39802685379981995,0.0009165758383460343,-0.1416735202074051,-0.7246398329734802,-0.3498976528644562,-0.17116284370422363,-0.8284908533096313,-0.8226335048675537,-0.19750812649726868,-0.7896813154220581,-1.1509902477264404,-0.1807573437690735,-0.6039485931396484,-0.8744896650314331,0.038217540830373764,-0.5879542231559753,-1.1941980123519897,-0.1338707059621811,-0.5094898343086243,-0.819082498550415,-0.19637523591518402,-0.5218004584312439,-0.7264251708984375,-0.21430879831314087,-0.3617304563522339,-0.9315732717514038,0.03636247664690018,-0.3352503776550293,-1.2058175802230835,-0.15144604444503784,-0.28887301683425903,-0.7346435785293579,-0.17431601881980896,-0.35131871700286865,-0.7109573483467102,-0.1401071846485138,-0.1389937847852707,-0.9551928639411926,-0.00917678140103817,-0.10217133164405823,-1.197665810585022,-0.2154243290424347,-0.07754094153642654,-0.7529686689376831,-0.15439419448375702,-0.13652156293392181,-0.7093254327774048,-0.058761950582265854,0.0910157561302185,-0.9567007422447205,-0.06757274270057678,0.11050274968147278,-1.1792274713516235,-0.17495575547218323,0.119158536195755,-0.8600895404815674,-0.11189194023609161,0.08451104909181595,-0.7710713744163513,-0.033286068588495255,0.0,0.0,0.0,-0.002006828784942627,0.002620548417326063,0.0003422051668167114,-0.0032184720039367676,0.0009475946426391602,0.0006338804960250854,-0.003009617328643799,0.0005813241004943848,0.0008027851581573486,-0.001640617847442627,-0.0003407001495361328,0.0007538199424743652,-0.0031805038452148438,0.0013830065727233887,-0.0007592961192131042,-0.003801584243774414,0.00044906139373779297,-0.001033872365951538,-0.003232300281524658,0.001325845718383789,-0.0017179697751998901,-0.0030443668365478516,0.0025748014450073242,-0.0024001598358154297,-0.003081202507019043,0.0011553764343261719,-0.000892937183380127,-0.004101604223251343,0.0005935430526733398,-0.0018818825483322144,-0.003017514944076538,1.239776611328125e-05,-0.0033218860626220703,-0.003030121326446533,0.002291738986968994,-0.004196137189865112,-0.0024243593215942383,0.00028759241104125977,-0.0007409239187836647,-0.0034056678414344788,0.0001685619354248047,-0.0015383362770080566,-0.0018631666898727417,-2.491474151611328e-05,-0.0025665611028671265,-0.002198845148086548,0.000983595848083496,-0.003028634935617447,-0.0017141476273536682,-0.001651465892791748,-0.0004391521215438843,-0.0024236589670181274,-0.0015929937362670898,-0.0011103451251983643,-0.0011421069502830505,-0.002419710159301758,-0.0017424225807189941,-0.0013129636645317078,-0.002334117889404297,-0.002083050087094307,a
0.0,0.0,0.0,-0.3988097906112671,0.013181064277887344,-0.14504066109657288,-0.7287256717681885,-0.3456994891166687,-0.17706140875816345,-0.835562527179718,-0.8237156271934509,-0.2043079435825348,-0.8008775115013123,-1.153942346572876,-0.18860319256782532,-0.6098911166191101,-0.8731488585472107,0.020265916362404823,-0.5945592522621155,-1.20270574092865,-0.15105155110359192,-0.5117833614349365,-0.8273568153381348,-0.2085009664297104,-0.5217763781547546,-0.7250766158103943,-0.22229526937007904,-0.36620572209358215,-0.9303337335586548,0.019298803061246872,-0.33462512493133545,-1.2077773809432983,-0.1677502989768982,-0.2853761613368988,-0.7329233884811401,-0.18579240143299103,-0.3488383889198303,-0.7010794878005981,-0.14878422021865845,-0.14260512590408325,-0.9522435069084167,-0.024513859301805496,-0.10013628751039505,-1.1989405155181885,-0.23141156136989594,-0.07345015555620193,-0.7481642961502075,-0.16806715726852417,-0.1364128142595291,-0.6965696811676025,-0.07169003039598465,0.08735045790672302,-0.9509355425834656,-0.08112351596355438,0.1161772832274437,-1.1771888732910156,-0.19186341762542725,0.12455441057682037,-0.8532929420471191,-0.13004082441329956,0.0825033187866211,-0.7567932605743408,-0.05254562944173813,0.0,0.0,0.0,-0.004497259855270386,0.03535504639148712,-0.010472431778907776,-0.01866471767425537,0.01718178391456604,-0.014412567019462585,-0.022891521453857422,0.0028288960456848145,-0.015192553400993347,-0.020239293575286865,-0.007613062858581543,-0.015802502632141113,-0.019756674766540527,0.006466686725616455,-0.0273501705378294,-0.020363271236419678,-0.017424821853637695,-0.033776529133319855,-0.013290226459503174,-0.008556902408599854,-0.03307062387466431,-0.013105809688568115,0.0031472444534301758,-0.031757652759552,-0.015569090843200684,0.005177974700927734,-0.02396649867296219,-0.012394875288009644,-0.012205123901367188,-0.03186069428920746,-0.005906164646148682,-0.0019624829292297363,-0.03188152611255646,-0.010196059942245483,0.005967378616333008,-0.03074517846107483,-0.01187974214553833,0.0009032487869262695,-0.020173754543066025,-0.008884139358997345,-0.012928485870361328,-0.029081076383590698,-0.0011414512991905212,0.0006453990936279297,-0.02879434823989868,-0.007566168904304504,0.0035130977630615234,-0.027392972260713577,-0.007880650460720062,-0.00932389497756958,-0.016464099287986755,-0.0026094168424606323,-0.012110710144042969,-0.024483516812324524,0.006084524095058441,-0.0038373470306396484,-0.026686593890190125,0.0017612427473068237,-0.00043779611587524414,-0.027719242498278618,a
0.0,0.0,0.0,-0.3977106511592865,-0.008431820198893547,-0.14209634065628052,-0.718244194984436,-0.35828927159309387,-0.17358417809009552,-0.8233583569526672,-0.8290824890136719,-0.20204909145832062,-0.7896401882171631,-1.1554889678955078,-0.18734951317310333,-0.5988432765007019,-0.8761972188949585,0.04123586416244507,-0.5798747539520264,-1.1959052085876465,-0.1289626508951187,-0.501778244972229,-0.8222931623458862,-0.18957918882369995,-0.5139551162719727,-0.7277042865753174,-0.20526617765426636,-0.3572641611099243,-0.9331788420677185,0.03923817351460457,-0.32597798109054565,-1.2075234651565552,-0.14630186557769775,-0.2829659879207611,-0.7363689541816711,-0.166951984167099,-0.3467971682548523,-0.7114711999893188,-0.1304989755153656,-0.1364855021238327,-0.9554477334022522,-0.006610396318137646,-0.09653561562299728,-1.1965728998184204,-0.2102476954460144,-0.0752590149641037,-0.7524635195732117,-0.14726857841014862,-0.13479705154895782,-0.7066541314125061,-0.05007923021912575,0.09103924036026001,-0.9532075524330139,-0.06547480076551437,0.11401659995317459,-1.1788852214813232,-0.17101705074310303,0.11992894113063812,-0.8586592674255371,-0.10562631487846375,0.08398287743330002,-0.7668117880821228,-0.024854227900505066,0.0,0.0,0.0,-0.0006180107593536377,-0.0040632933378219604,-0.00012226402759552002,0.0032132863998413086,-0.008300691843032837,-0.00010152161121368408,0.0026226043701171875,-0.004485905170440674,-7.037818431854248e-05,-0.0028958916664123535,-0.0021352767944335938,5.6043267250061035e-05,0.00017970800399780273,0.0007311105728149414,0.0025018490850925446,0.0021965503692626953,-5.9723854064941406e-05,0.001840740442276001,-1.1622905731201172e-05,-0.000999152660369873,0.001385122537612915,-0.0028713345527648926,-0.00028210878372192383,0.0022053271532058716,-0.001235872507095337,0.0006098747253417969,0.00342530757188797,0.000537484884262085,0.0003437995910644531,0.003367587924003601,-0.0020412206649780273,-0.001110076904296875,0.0032307207584381104,-0.003415137529373169,-0.0041811466217041016,0.004256486892700195,-0.003427281975746155,-0.0030178427696228027,0.004171357490122318,-0.005300700664520264,0.0006941556930541992,0.004943132400512695,-0.006621129810810089,-0.0013070106506347656,0.004647284746170044,-0.0053474754095077515,-0.004534125328063965,0.005363989621400833,-0.00591973215341568,-0.009347259998321533,0.0048558712005615234,-0.008470959961414337,-0.008775115013122559,0.006836727261543274,-0.008510053157806396,-0.008452177047729492,0.00803983211517334,-0.006096884608268738,-0.007728457450866699,0.009487904608249664,a
0.0,0.0,0.0,-0.39586156606674194,0.001506622415035963,-0.14808155596256256,-0.7257842421531677,-0.35323023796081543,-0.18200473487377167,-0.8312234282493591,-0.8293725848197937,-0.2114337533712387,-0.7873574495315552,-1.163817048072815,-0.1974116563796997,-0.601891040802002,-0.8784685134887695,0.026038100942969322,-0.585462212562561,-1.2020868062973022,-0.15052969753742218,-0.5065270066261292,-0.8210475444793701,-0.2145576924085617,-0.5182656645774841,-0.7260575890541077,-0.23317478597164154,-0.358087420463562,-0.9333291053771973,0.025889327749609947,-0.3314564526081085,-1.2117111682891846,-0.16653573513031006,-0.2845247685909271,-0.733873724937439,-0.18932946026325226,-0.34540995955467224,-0.7085229754447937,-0.15443268418312073,-0.13493198156356812,-0.9553425908088684,-0.01818246580660343,-0.09582743793725967,-1.2007209062576294,-0.2286922186613083,-0.07232339680194855,-0.751069188117981,-0.1667301058769226,-0.1317797601222992,-0.7082740068435669,-0.06978631764650345,0.09460704773664474,-0.9556781053543091,-0.07537791132926941,0.11727035045623779,-1.1807340383529663,-0.18598967790603638,0.12531287968158722,-0.859060525894165,-0.12286406755447388,0.08934767544269562,-0.7691413164138794,-0.04368377849459648,0.0,0.0,0.0,-0.003322809934616089,-0.0009642196819186211,-0.0011480897665023804,-0.008500099182128906,-0.0008110105991363525,-0.0017632991075515747,-0.008196234703063965,-0.004832208156585693,-0.0020621418952941895,-0.00435870885848999,-0.008834600448608398,-0.0023144930601119995,-0.0027979016304016113,-0.0027289390563964844,-0.004992473870515823,-0.0035238265991210938,-0.00732111930847168,-0.01016204059123993,-0.00463414192199707,-0.0019169449806213379,-0.014242127537727356,-0.006448924541473389,-0.0004337430000305176,-0.016629278659820557,-0.0006705224514007568,0.00012689828872680664,-0.004327325150370598,-0.003681004047393799,-0.00507044792175293,-0.008099302649497986,-0.0031925737857818604,-0.0027886629104614258,-0.010800525546073914,-0.002129584550857544,-0.003112614154815674,-0.012651920318603516,0.00037598609924316406,-0.0009541511535644531,-0.003691081888973713,-0.0019868984818458557,-0.004900813102722168,-0.007337898015975952,-0.00038482993841171265,-0.0013512372970581055,-0.008737459778785706,0.000778689980506897,-0.0032930374145507812,-0.009141568094491959,0.0005574896931648254,-0.005007743835449219,-0.0029281675815582275,0.0001653730869293213,-0.007107973098754883,-0.004726916551589966,0.0021068379282951355,-0.005535781383514404,-0.00550495833158493,0.0033244863152503967,-0.0066825151443481445,-0.005895670503377914,a
